id,weight,value
0,3,2
1,5,3
2,14,2
3,4,2
4,50,2
5,3,3
6,2,2
7,12,313
8,6,2
9,2,5
10,2,3
11,46,3
12,6,1000
13,2,2
14,6,2
15,3,3
16,2,43
17,2,3
18,3,3
19,6,3
20,2,2
21,2,3
22,4,2
23,2,10
24,4,2
25,2,162
26,9,2
27,9,4
28,4,3
29,2,4
30,14,14
31,3,17
32,2,2
33,17,4
34,9,2
35,3,4
36,3,11
37,6,4
38,2,167
39,3,3
40,4,2
41,3,4
42,8,2
43,2,2
44,2,5
45,3,2
46,2,6
47,2,2
48,4,2
49,4,2
50,2,10
51,7,2
52,2,10
53,2,4
54,2,4
55,3,5
56,2,5
57,2,2
58,2,2
59,2,3
60,2,16
61,3,2
62,2,3
63,2,2
64,7,6
65,4,3
66,2,11
67,2,26
68,4,2
69,2,2
70,3,2
71,2,4
72,3,2
73,6,48
74,11,3
75,2,5
76,2,8
77,2,2
78,3,21
79,3,2
80,4,3
81,2,15
82,6,8
83,2,2
84,2,2
85,2,2
86,10,3
87,2,36
88,4,3
89,5,2
90,2,2
91,8,2
92,2,3
93,9,15
94,4,2
95,3,4
96,2,9
97,2,7
98,6,7
99,94,2
