id,weight,value
0,2,4
1,72,3
2,2,2
3,2,2
4,5,2
5,2,2
6,2,2
7,3,5
8,2,2
9,3,2
10,9,3
11,5,3
12,2,3
13,3,2
14,9,12
15,3,2
16,3,4
17,2,11
18,2,10
19,2,2
20,13,5
21,17,2
22,2,4
23,2,47
24,2,6
25,2,2
26,2,4
27,5,6
28,2,5
29,3,2
30,2,2
31,2,3
32,2,2
33,13,4
34,10,2
35,64,3
36,4,5
37,2,2
38,2,3
39,3,21
40,2,4
41,2,2
42,4,6
43,2,2
44,2,3
45,24,2
46,3,4
47,2,2
48,2,6
49,2,21
50,2,2
51,3,4
52,3,5
53,2,3
54,3,3
55,43,2
56,53,2
57,2,2
58,10,16
59,112,2
60,3,2
61,2,26
62,2,2
63,2,19
64,2,2
65,23,46
66,2,2
67,2,2
68,2,21
69,3,2
70,5,4
71,2,2
72,6,4
73,4,3
74,2,12
75,2,2
76,3,4
77,307,4
78,2,6
79,3,3
80,2,2
81,39,2
82,4,31
83,17,12
84,13,2
85,2,4
86,16,9
87,2,5
88,2,2
89,2,2
90,3,2
91,2,10
92,11,2
93,3,3
94,6,2
95,4,3
96,2,2
97,2,2
98,2,6
99,2,3
100,16,3
101,16,5
102,3,142
103,2,2
104,4,2
105,8,2
106,3,2
107,16,5
108,2,2
109,2,2
110,4,2
111,4,2
112,3,2
113,3,3
114,9,9
115,36,3
116,2,6
117,6,7
118,3,2
119,8,4
120,2,3
121,7,2
122,3,3
123,2,2
124,12,2
125,4,7
126,2,3
127,5,7
128,5,2
129,8,6
130,11,5
131,3,2
132,2,4
133,2,11
134,2,7
135,4,2
136,2,4
137,6,2
138,5,2
139,2,2
140,3,2
141,3,2
142,3,3
143,4,9
144,2,5
145,2,6
146,3,3
147,12,2
148,3,27
149,2,19
150,49,5
151,12,2
152,227,5
153,27,3
154,2,14
155,50,3
156,4,4
157,2,2
158,33,2
159,2,2
160,13,3
161,2,4
162,2,2
163,6,4
164,4,2
165,3,2
166,3,5
167,3,68
168,2,3
169,4,5
170,8,2
171,500,3
172,2,2
173,2,5
174,2,2
175,3,2
176,3,5
177,2,2
178,3,2
179,6,6
180,22,2
181,6,3
182,3,3
183,5,5
184,4,2
185,2,2
186,2,2
187,4,225
188,2,2
189,10,3
190,6,2
191,2,2
192,3,2
193,2,6
194,4,10
195,3,2
196,4,5
197,3,7
198,3,3
199,3,2
200,276,6
201,3,2
202,2,2
203,2,3
204,7,6
205,8,2
206,3,3
207,2,8
208,2,2
209,3,2
210,148,3
211,2,2
212,3,2
213,22,2
214,2,2
215,3,11
216,3,3
217,2,2
218,7,2
219,2,2
220,3,2
221,12,40
222,4,5
223,2,4
224,9,2
225,6,2
226,2,3
227,7,3
228,2,4
229,2,2
230,3,36
231,2,2
232,2,2
233,2,2
234,2,2
235,2,10
236,36,4
237,2,3
238,5,7
239,8,2
240,4,2
241,2,10
242,7,3
243,4,2
244,2,7
245,2,5
246,2,8
247,10,2
248,2,5
249,19,3
