id,weight,value
0,15,2
1,3,2
2,45,6
3,10,2
4,19,2
5,3,7
6,2,9
7,12,4
8,5,2
9,500,5
10,12,4
11,2,2
12,2,2
13,6,7
14,5,22
15,2,99
16,20,2
17,2,2
18,20,12
19,4,3
20,15,2
21,2,2
22,2,2
23,7,2
24,2,2
25,19,3
26,2,4
27,500,6
28,3,2
29,3,4
30,2,4
31,2,4
32,5,4
33,2,2
34,2,6
35,2,2
36,36,6
37,23,6
38,2,165
39,2,5
40,2,5
41,2,5
42,4,50
43,2,2
44,3,3
45,2,4
46,2,25
47,4,23
48,18,47
49,2,3
50,4,2
51,4,2
52,5,6
53,2,2
54,2,5
55,5,2
56,2,6
57,3,2
58,3,4
59,2,49
60,2,4
61,3,2
62,2,2
63,3,39
64,2,16
65,2,2
66,2,4
67,2,2
68,500,3
69,11,4
70,2,2
71,5,3
72,2,9
73,2,2
74,2,2
75,11,3
76,8,3
77,13,2
78,2,2
79,3,2
80,2,16
81,7,9
82,3,3
83,2,2
84,4,3
85,2,7
86,241,11
87,2,2
88,2,6
89,2,5
90,5,2
91,9,2
92,28,2
93,3,9
94,2,3
95,8,21
96,4,2
97,2,2
98,2,4
99,2,15
100,3,2
101,31,3
102,11,6
103,2,2
104,2,4
105,2,3
106,2,8
107,2,4
108,2,3
109,55,2
110,2,5
111,4,2
112,6,2
113,2,11
114,7,2
115,2,5
116,2,2
117,2,2
118,8,5
119,4,3
120,16,2
121,2,4
122,2,2
123,2,43
124,2,3
125,3,3
126,2,2
127,3,2
128,4,3
129,3,10
130,3,3
131,6,3
132,4,18
133,3,2
134,132,6
135,4,4
136,2,2
137,4,2
138,2,9
139,2,2
140,2,21
141,2,6
142,2,129
143,4,2
144,2,2
145,86,2
146,2,3
147,2,3
148,3,2
149,8,2
150,17,21
151,2,4
152,28,4
153,2,4
154,2,2
155,3,119
156,2,2
157,2,4
158,3,6
159,2,5
160,2,2
161,19,2
162,10,5
163,2,2
164,2,3
165,4,20
166,2,3
167,3,5
168,2,2
169,3,11
170,5,5
171,8,9
172,5,6
173,2,2
174,9,2
175,11,2
176,4,2
177,3,14
178,3,3
179,7,6
180,27,3
181,2,2
182,27,3
183,3,3
184,4,12
185,2,2
186,2,5
187,4,4
188,2,3
189,2,2
190,3,2
191,2,2
192,5,2
193,6,2
194,4,8
195,6,3
196,2,163
197,22,2
198,2,2
199,5,3
