id,weight,value
0,4,57
1,2,2
2,2,2
3,57,5
4,205,3
5,23,68
6,3,2
7,5,2
8,2,11
9,2,1000
10,5,4
11,2,2
12,9,2
13,2,2
14,2,3
15,150,2
16,13,3
17,4,2
18,2,2
19,13,3
20,3,6
21,2,5
22,81,14
23,4,2
24,2,2
25,41,3
26,2,2
27,4,2
28,7,2
29,4,3
30,2,6
31,6,2
32,20,8
33,2,2
34,2,2
35,8,2
36,9,12
37,2,3
38,3,17
39,2,2
40,2,4
41,8,3
42,12,2
43,31,14
44,4,2
45,4,3
46,2,7
47,8,4
48,28,4
49,80,14
50,3,15
51,6,4
52,2,3
53,2,2
54,6,2
55,2,4
56,13,15
57,5,3
58,2,14
59,2,2
60,3,2
61,4,2
62,2,28
63,3,14
64,4,53
65,2,2
66,2,11
67,5,2
68,2,6
69,3,50
70,10,7
71,3,2
72,3,2
73,3,2
74,2,2
75,3,5
76,2,5
77,2,2
78,2,3
79,5,5
80,3,2
81,5,402
82,5,5
83,2,6
84,3,2
85,2,2
86,2,2
87,5,32
88,4,2
89,31,3
90,87,14
91,2,78
92,2,2
93,3,8
94,3,2
95,2,2
96,5,3
97,2,2
98,3,20
99,2,2
