id,weight,value
0,369,160
1,227,782
2,253,414
3,154,414
4,351,581
5,373,643
6,430,392
7,86,360
8,287,615
9,266,273
10,253,560
11,436,468
12,258,595
13,233,246
14,256,564
15,166,425
16,209,366
17,213,574
18,226,333
19,284,492
20,313,263
21,334,429
22,129,528
23,140,222
24,199,322
25,333,526
26,290,648
27,258,609
28,324,524
29,158,649
30,160,668
31,267,621
32,257,441
33,410,379
34,404,598
35,243,857
36,293,592
37,317,554
38,191,667
39,348,376
40,289,530
41,237,251
42,465,647
43,154,566
44,292,502
45,294,81
46,79,567
47,289,509
48,271,558
49,325,458
50,385,606
51,205,258
52,257,641
53,384,346
54,341,608
55,186,276
56,354,561
57,275,546
58,264,461
59,304,689
60,168,742
61,245,515
62,425,616
63,165,807
64,145,713
65,269,315
66,62,270
67,164,452
68,262,530
69,256,381
70,301,618
71,284,509
72,334,363
73,175,601
74,160,411
75,332,354
76,298,302
77,105,339
78,362,662
79,310,343
80,181,527
81,227,532
82,378,121
83,203,477
84,330,424
85,322,545
86,324,297
87,292,679
88,240,932
89,181,709
90,360,662
91,378,506
92,136,446
93,276,695
94,317,202
95,276,408
96,272,481
97,175,418
98,361,563
99,226,656
