id,weight,value
0,314,609
1,185,466
2,252,782
3,233,404
4,199,550
5,328,191
6,304,177
7,256,428
8,140,334
9,296,597
10,243,559
11,350,404
12,402,283
13,179,307
14,265,706
15,338,539
16,274,342
17,469,483
18,311,554
19,138,386
20,281,553
21,112,333
22,202,636
23,245,457
24,250,427
25,191,424
26,143,308
27,80,304
28,323,642
29,167,374
30,269,566
31,300,530
32,277,221
33,228,629
34,267,473
35,197,519
36,150,472
37,180,596
38,375,399
39,231,269
40,325,521
41,463,348
42,115,266
43,217,282
44,233,382
45,267,490
46,262,246
47,298,728
48,284,847
49,263,215
50,265,890
51,114,301
52,209,766
53,205,453
54,440,417
55,213,560
56,298,357
57,360,383
58,283,446
59,206,486
60,266,316
61,198,466
62,254,383
63,287,491
64,210,659
65,312,566
66,49,681
67,145,558
68,322,492
69,288,176
70,191,299
71,193,806
72,161,764
73,94,615
74,224,620
75,304,590
76,351,239
77,229,280
78,376,553
79,411,306
80,306,314
81,180,552
82,400,495
83,113,377
84,232,475
85,206,333
86,253,565
87,296,356
88,407,413
89,368,630
90,305,573
91,233,717
92,148,644
93,281,664
94,270,524
95,84,535
96,253,586
97,371,710
98,127,416
99,326,455
100,439,599
101,247,333
102,418,713
103,331,776
104,293,503
105,196,638
106,217,49
107,182,409
108,186,392
109,195,285
110,304,245
111,228,551
112,347,403
113,276,589
114,183,537
115,162,227
116,250,578
117,141,622
118,343,772
119,320,460
120,349,541
121,174,441
122,227,600
123,299,592
124,190,507
125,414,805
126,201,572
127,130,522
128,483,452
129,65,695
130,274,521
131,298,444
132,312,525
133,259,501
134,291,327
135,223,307
136,170,546
137,373,579
138,294,333
139,170,305
140,123,439
141,321,469
142,182,277
143,372,712
144,292,624
145,253,673
146,410,631
147,271,440
148,148,567
149,296,511
150,311,546
151,174,526
152,288,810
153,257,274
154,291,555
155,279,712
156,94,434
157,254,689
158,190,698
159,229,352
160,268,612
161,163,328
162,212,349
163,398,483
164,51,536
165,312,423
166,363,444
167,313,359
168,310,587
169,289,629
170,99,854
171,164,471
172,243,350
173,204,556
174,305,548
175,286,792
176,310,751
177,126,463
178,169,325
179,189,125
180,238,476
181,380,623
182,157,342
183,150,366
184,219,598
185,296,129
186,158,733
187,47,436
188,109,773
189,181,593
190,325,752
191,274,878
192,261,574
193,99,590
194,197,793
195,112,655
196,331,406
197,303,344
198,147,677
199,173,371
200,220,452
201,366,365
202,214,432
203,197,691
204,209,378
205,212,519
206,123,509
207,285,494
208,277,464
209,189,435
210,198,735
211,160,385
212,279,686
213,197,55
214,360,582
215,376,633
216,285,527
217,250,626
218,317,350
219,367,435
220,210,495
221,306,318
222,272,616
223,438,405
224,210,746
225,272,427
226,260,347
227,271,331
228,378,804
229,220,368
230,124,398
231,279,281
232,310,662
233,228,518
234,202,456
235,304,707
236,320,822
237,136,190
238,318,569
239,205,293
240,232,265
241,179,333
242,215,637
243,294,510
244,259,545
245,171,636
246,201,276
247,222,826
248,200,218
249,170,586
250,210,510
251,211,403
252,272,577
253,371,675
254,300,463
255,432,675
256,168,441
257,256,734
258,80,356
259,253,519
260,273,477
261,224,677
262,172,774
263,298,499
264,210,561
265,206,629
266,317,559
267,336,639
268,303,454
269,364,96
270,135,380
271,137,498
272,222,551
273,253,188
274,260,669
275,284,647
276,281,564
277,276,594
278,266,476
279,411,642
280,415,550
281,193,783
282,334,634
283,274,445
284,133,502
285,253,560
286,269,390
287,314,80
288,135,378
289,122,551
290,149,744
291,289,379
292,224,601
293,365,384
294,138,186
295,204,475
296,185,562
297,269,898
298,286,653
299,225,274
300,180,395
301,240,705
302,242,715
303,351,393
304,133,843
305,212,272
306,263,527
307,308,517
308,134,492
309,303,559
310,155,749
311,86,438
312,250,513
313,200,479
314,285,894
315,64,644
316,233,303
317,127,426
318,343,292
319,282,640
320,141,432
321,142,329
322,255,443
323,251,276
324,329,404
325,7,469
326,306,652
327,109,602
328,71,424
329,424,567
330,349,464
331,223,358
332,211,533
333,156,434
334,360,634
335,310,489
336,239,727
337,328,496
338,361,416
339,308,352
340,294,231
341,300,395
342,312,493
343,366,547
344,136,372
345,316,576
346,235,500
347,200,534
348,298,496
349,242,530
350,230,332
351,357,168
352,74,386
353,224,353
354,171,564
355,113,416
356,334,560
357,136,241
358,363,736
359,365,443
360,258,474
361,202,479
362,297,862
363,299,686
364,224,724
365,343,387
366,303,569
367,290,673
368,139,570
369,270,544
370,183,507
371,309,596
372,159,642
373,288,455
374,289,362
375,240,895
376,399,594
377,260,250
378,337,458
379,347,609
380,198,562
381,303,545
382,175,422
383,278,430
384,358,300
385,267,833
386,370,351
387,274,513
388,298,227
389,232,634
390,123,607
391,278,371
392,140,316
393,148,411
394,96,603
395,365,633
396,207,424
397,443,140
