id,weight,value
0,321,568
1,163,395
2,142,804
3,236,526
4,350,507
5,216,256
6,236,603
7,166,451
8,339,590
9,252,308
10,266,351
11,291,633
12,166,659
13,296,402
14,272,382
15,309,573
16,123,383
17,247,294
18,186,611
19,290,442
20,149,480
21,247,781
22,137,512
23,136,852
24,304,617
25,242,561
26,289,453
27,359,721
28,223,524
29,235,408
30,256,597
31,159,891
32,392,277
33,251,206
34,406,802
35,202,379
36,270,534
37,332,722
38,260,354
39,339,715
40,375,340
41,240,201
42,341,463
43,218,607
44,175,555
45,287,725
46,377,478
47,166,597
48,129,336
49,349,694
50,267,522
51,275,254
52,250,836
53,340,607
54,369,130
55,382,253
56,284,739
57,247,550
58,319,310
59,163,200
60,206,421
61,98,790
62,250,226
63,339,335
64,169,553
65,216,394
66,149,708
67,140,296
68,219,518
69,346,343
70,223,688
71,198,331
72,394,490
73,235,374
74,308,581
75,181,485
76,266,247
77,330,718
78,179,420
79,268,439
80,153,640
81,216,482
82,133,374
83,204,603
84,233,487
85,388,449
86,245,241
87,177,486
88,277,437
89,235,386
90,416,469
91,225,490
92,227,446
93,247,318
94,226,254
95,314,550
96,314,530
97,290,423
98,86,715
99,159,709
100,207,612
101,228,473
102,196,541
103,212,403
104,306,666
105,292,395
106,309,541
107,287,638
108,193,756
109,274,412
110,244,688
111,114,354
112,331,529
113,292,529
114,419,500
115,250,581
116,336,593
117,315,709
118,273,482
119,323,561
120,243,688
121,369,652
122,129,304
123,192,377
124,155,176
125,429,180
126,334,707
127,128,573
128,235,401
129,255,291
130,197,500
131,214,861
132,276,278
133,114,549
134,259,688
135,326,391
136,346,428
137,255,421
138,137,881
139,215,558
140,188,446
141,242,575
142,336,154
143,187,510
144,411,351
145,79,162
146,244,435
147,281,413
148,119,351
149,278,448
150,260,639
151,293,419
152,295,842
153,342,519
154,263,455
155,367,419
156,113,350
157,189,333
158,290,584
159,251,478
160,222,478
161,284,401
162,14,486
163,173,288
164,224,521
165,320,650
166,118,915
167,254,549
168,256,410
169,277,504
170,164,561
171,210,339
172,295,563
173,132,843
174,266,623
175,272,263
176,439,711
177,253,889
178,258,823
179,426,652
180,143,516
181,160,511
182,359,102
183,315,470
184,286,497
185,423,730
186,248,285
187,126,523
188,238,711
189,258,384
190,387,775
191,213,495
192,306,274
193,423,361
194,211,475
195,397,422
196,136,523
197,301,325
198,271,795
199,292,679
200,210,675
201,324,577
202,251,600
203,391,417
204,188,567
205,200,408
206,202,545
207,464,518
208,251,511
209,234,537
210,201,562
211,241,312
212,128,512
213,218,233
214,146,358
215,194,404
216,273,526
217,278,549
218,190,715
219,209,217
220,272,403
221,277,635
222,96,436
223,270,700
224,316,506
225,255,719
226,257,406
227,316,83
228,216,649
229,169,535
230,278,565
231,272,382
232,305,719
233,163,416
234,361,547
235,330,313
236,232,543
237,199,723
238,333,373
239,196,393
240,332,739
241,82,546
242,324,716
243,163,323
244,220,469
245,230,493
246,197,456
247,362,664
248,271,470
249,209,577
