id,weight,value
0,470,884
1,252,405
2,362,705
3,449,544
4,442,138
5,206,187
6,46,715
7,303,114
8,355,707
9,437,845
10,192,100
11,119,49
12,416,162
13,287,730
14,358,371
15,362,36
16,167,638
17,205,148
18,443,272
19,218,500
20,37,304
21,470,654
22,75,773
23,201,972
24,358,688
25,97,952
26,324,522
27,154,696
28,469,137
29,221,178
30,448,120
31,174,756
32,69,38
33,471,937
34,180,368
35,464,862
36,489,850
37,324,760
38,87,920
39,494,614
40,141,200
41,274,792
42,270,760
43,160,305
44,211,164
45,460,30
46,2,22
47,157,344
48,465,733
49,443,513
50,451,271
51,220,326
52,481,704
53,88,382
54,455,63
55,275,60
56,375,750
57,48,107
58,383,344
59,392,141
60,59,698
61,302,553
62,189,106
63,144,581
64,141,1
65,456,826
66,136,400
67,381,58
68,450,727
69,131,567
70,309,97
71,472,495
72,267,684
73,490,212
74,41,102
75,379,529
76,37,21
77,91,11
78,72,94
79,404,60
80,204,184
81,263,47
82,356,175
83,215,439
84,465,995
85,144,689
86,493,119
87,5,965
88,216,128
89,4,194
90,192,2
91,31,254
92,479,138
93,321,878
94,181,129
95,177,746
96,463,713
97,306,198
98,51,825
99,148,623
100,281,363
101,53,432
102,266,149
103,126,554
104,114,99
105,414,418
106,312,669
107,186,212
108,177,64
109,497,616
110,445,584
111,229,457
112,132,179
113,316,201
114,346,38
115,257,39
116,473,917
117,147,340
118,362,430
119,450,757
120,437,42
121,47,719
122,339,602
123,353,679
124,204,74
125,351,315
126,156,421
127,458,690
128,54,78
129,458,254
130,18,318
131,265,812
132,378,419
133,232,968
134,211,419
135,382,277
136,393,565
137,490,494
138,481,856
139,371,649
140,86,972
141,446,889
142,24,823
143,468,627
144,132,542
145,126,970
146,422,133
147,276,103
148,61,417
149,205,726
150,295,806
151,303,783
152,280,994
153,423,341
154,351,735
155,459,17
156,137,385
157,109,45
158,319,484
159,398,400
160,315,904
161,406,650
162,2,218
163,73,328
164,227,325
165,364,962
166,54,406
167,299,667
168,439,311
169,133,861
170,383,160
171,396,458
172,220,489
173,86,968
174,77,501
175,170,827
176,180,735
177,165,525
178,188,602
179,488,427
180,362,165
181,192,99
182,392,324
183,485,366
184,327,502
185,245,561
186,154,749
187,71,479
188,381,13
189,310,331
190,390,50
191,84,91
192,221,496
193,74,81
194,263,634
195,185,630
196,108,826
197,298,662
198,333,594
199,360,284
200,422,547
201,229,663
202,373,692
203,197,372
204,274,612
205,462,800
206,322,508
207,150,254
208,366,595
209,375,754
210,460,784
211,282,986
212,256,929
213,85,945
214,214,923
215,303,565
216,324,583
217,244,777
218,259,708
219,85,701
220,143,583
221,377,258
222,84,274
223,199,324
224,189,831
225,69,983
226,274,208
227,248,443
228,344,140
229,433,413
230,279,157
231,76,227
232,11,992
233,342,897
234,153,467
235,350,934
236,206,441
237,60,537
238,293,895
239,309,533
240,453,175
241,9,822
242,250,281
243,106,648
244,376,389
245,284,395
246,296,264
247,241,474
248,339,653
249,18,466
250,119,154
251,301,433
252,444,121
253,79,304
254,305,230
255,33,555
256,265,335
257,426,592
258,202,112
259,138,262
260,371,800
261,124,336
262,376,144
263,229,915
264,412,896
265,253,11
266,332,837
267,379,334
268,383,594
269,389,290
270,195,978
271,123,908
272,465,914
273,218,129
274,240,522
275,455,31
276,205,718
277,371,206
278,488,507
279,227,818
280,62,242
281,375,892
282,381,919
283,303,682
284,79,428
285,357,464
286,26,369
287,444,504
288,414,795
289,126,341
290,446,316
291,178,640
292,153,208
293,13,587
294,154,131
295,375,300
296,183,968
297,158,188
298,279,618
299,120,752
300,225,58
301,464,968
302,178,215
303,82,970
304,187,408
305,440,633
306,21,736
307,343,626
308,31,453
309,60,83
310,122,383
311,155,253
312,95,280
313,304,693
314,123,613
315,402,474
316,235,368
317,261,944
318,78,207
319,428,546
320,159,120
321,250,975
322,12,63
323,460,92
324,244,327
325,466,271
326,320,190
327,334,876
328,137,302
329,282,133
330,147,197
331,237,267
332,191,791
333,475,72
334,345,720
335,400,410
336,8,284
337,493,612
338,28,462
339,240,902
340,149,181
341,197,620
342,26,288
343,468,332
344,306,780
345,57,38
346,413,475
347,276,632
348,183,524
349,126,894
350,347,213
351,5,189
352,106,319
353,190,816
354,28,381
355,413,634
356,478,426
357,439,709
358,466,987
359,172,121
360,466,247
361,350,826
362,423,121
363,453,289
364,331,426
365,330,814
366,344,726
367,242,119
368,381,232
369,466,357
370,197,405
371,125,275
372,68,260
373,209,833
374,160,574
375,164,394
376,298,584
377,401,865
378,184,396
379,176,460
380,330,895
381,149,401
382,63,317
383,389,993
384,123,35
385,478,353
386,115,489
387,347,913
388,485,318
389,479,96
390,46,475
391,275,979
392,391,273
393,280,846
394,368,940
395,393,430
396,34,653
397,440,355
398,326,720
399,310,104
400,193,15
401,64,565
402,390,245
403,432,61
404,210,40
405,427,790
406,254,945
407,328,219
408,279,167
409,423,246
410,229,337
411,276,442
412,323,964
413,476,853
414,311,793
415,272,574
416,290,649
417,104,350
418,244,352
419,87,977
420,58,601
421,2,453
422,274,682
423,126,509
424,441,373
425,68,994
426,336,891
427,26,356
428,424,219
429,113,264
430,318,791
431,213,159
432,194,402
433,212,166
434,428,93
435,185,55
436,226,922
437,235,177
438,380,856
439,323,575
440,480,525
441,251,839
442,67,586
443,53,293
444,113,16
445,380,800
446,152,879
447,213,796
448,476,367
449,336,536
450,143,138
451,134,908
452,333,600
453,191,781
454,157,233
455,164,443
456,44,658
457,448,278
458,30,796
459,88,472
460,3,756
461,419,453
462,297,566
463,394,251
464,318,819
465,226,496
466,127,935
467,386,576
468,279,527
469,203,19
470,229,211
471,217,802
472,403,705
473,361,323
474,442,753
475,300,518
476,136,487
477,114,174
478,387,251
479,441,887
480,194,497
481,126,895
482,383,260
483,3,140
484,60,2
485,350,694
486,117,848
487,482,761
488,291,101
489,255,209
490,376,292
491,208,403
492,15,811
493,389,333
494,179,108
495,62,776
496,225,644
497,64,209
498,383,231
499,270,788
