id,weight,value
0,272,175
1,361,766
2,225,517
3,124,513
4,282,540
5,237,645
6,309,156
7,273,455
8,366,581
9,292,388
10,229,656
11,293,691
12,170,344
13,329,623
14,365,507
15,268,588
16,289,578
17,277,431
18,281,762
19,306,238
20,189,591
21,217,367
22,301,441
23,313,442
24,84,20
25,194,469
26,292,304
27,335,679
28,107,318
29,99,311
30,221,737
31,185,382
32,383,344
33,148,482
34,314,276
35,176,532
36,143,531
37,464,353
38,183,506
39,292,625
40,257,360
41,328,260
42,305,326
43,371,507
44,375,349
45,218,454
46,219,637
47,277,853
48,321,351
49,286,490
50,292,467
51,271,452
52,270,683
53,180,498
54,117,416
55,300,763
56,286,241
57,238,477
58,388,340
59,220,858
60,286,292
61,305,779
62,351,471
63,228,443
64,144,447
65,110,469
66,363,636
67,381,768
68,335,375
69,397,506
70,103,443
71,265,583
72,357,748
73,275,108
74,480,762
75,255,113
76,198,481
77,281,347
78,284,529
79,184,503
80,263,342
81,234,493
82,120,616
83,192,667
84,273,647
85,312,536
86,292,565
87,325,845
88,194,631
89,34,781
90,297,672
91,288,748
92,283,759
93,160,198
94,201,495
95,114,423
96,295,524
97,130,254
98,210,303
99,260,396
100,292,568
101,340,403
102,245,321
103,298,428
104,227,543
105,330,570
106,133,665
107,201,647
108,271,376
109,359,495
110,201,699
111,400,369
112,209,359
113,166,369
114,235,423
115,230,347
116,278,622
117,322,388
118,438,447
119,415,121
120,198,261
121,262,197
122,293,355
123,308,469
124,221,351
125,324,274
126,227,536
127,201,436
128,342,604
129,259,604
130,307,659
131,296,330
132,403,641
133,376,577
134,116,533
135,104,549
136,171,685
137,276,684
138,283,349
139,182,357
140,196,476
141,226,489
142,45,489
143,180,561
144,255,737
145,377,485
146,183,783
147,357,302
148,337,687
149,318,728
150,70,605
151,195,271
152,270,585
153,220,653
154,294,791
155,157,568
156,171,342
157,211,484
158,193,398
159,262,596
160,231,472
161,329,285
162,58,546
163,423,545
164,242,493
165,292,311
166,199,705
167,164,750
168,276,693
169,214,634
170,338,396
171,256,849
172,333,593
173,312,601
174,333,435
175,319,408
176,129,528
177,153,487
178,150,552
179,205,558
180,332,581
181,262,10
182,295,442
183,375,479
184,345,434
185,243,468
186,353,212
187,245,982
188,79,503
189,234,387
190,207,416
191,322,436
192,331,623
193,330,318
194,229,480
195,330,489
196,369,444
197,295,633
198,312,614
199,255,528
