id,weight,value
0,206,542
1,192,299
2,414,465
3,252,330
4,370,365
5,162,85
6,218,102
7,268,309
8,374,345
9,177,285
10,438,312
11,200,447
12,232,861
13,303,546
14,93,636
15,282,639
16,262,567
17,282,169
18,137,49
19,283,422
20,209,592
21,234,218
22,104,266
23,100,731
24,177,565
25,229,362
26,374,375
27,342,690
28,304,422
29,211,464
30,196,581
31,237,389
32,95,585
33,225,725
34,157,513
35,265,381
36,287,352
37,315,359
38,293,594
39,303,359
40,268,538
41,391,894
42,450,557
43,346,545
44,172,262
45,216,407
46,312,311
47,459,664
48,404,390
49,377,736
