id,weight,value
0,217,619
1,261,267
2,113,170
3,185,281
4,295,243
5,269,278
6,375,511
7,375,336
8,289,549
9,298,397
10,354,380
11,323,701
12,328,439
13,174,400
14,181,620
15,53,468
16,229,555
17,317,337
18,265,737
19,291,406
20,269,512
21,288,705
22,253,531
23,317,185
24,164,263
25,289,614
26,282,414
27,391,329
28,320,856
29,206,767
30,215,649
31,163,562
32,223,528
33,239,441
34,329,519
35,293,529
36,235,576
37,303,605
38,213,654
39,178,445
40,351,557
41,157,450
42,233,363
43,290,338
44,197,819
45,228,583
46,313,582
47,186,718
48,201,415
49,416,482
