id,weight,value
0,404,558
1,313,587
2,230,714
3,185,581
4,207,600
5,335,429
6,114,551
7,413,570
8,380,453
9,304,388
10,332,388
11,274,634
12,264,591
13,447,454
14,321,530
15,185,802
16,366,727
17,222,404
18,204,707
19,215,511
20,279,657
21,283,395
22,298,577
23,358,659
24,160,581
25,155,301
26,71,355
27,240,417
28,356,508
29,301,460
30,158,514
31,172,721
32,205,704
33,253,562
34,219,513
35,246,788
36,307,322
37,289,386
38,320,668
39,260,574
40,302,418
41,276,331
42,190,490
43,262,689
44,257,244
45,197,492
46,226,311
47,235,609
48,207,532
49,296,398
50,315,621
51,362,482
52,298,556
53,278,397
54,293,524
55,323,804
56,416,544
57,243,503
58,202,613
59,294,613
60,207,730
61,211,694
62,181,455
63,76,404
64,339,245
65,185,537
66,227,471
67,221,317
68,300,448
69,173,778
70,316,457
71,276,579
72,180,647
73,383,366
74,359,667
75,277,323
76,287,362
77,300,518
78,301,696
79,243,653
80,153,529
81,395,441
82,229,626
83,55,574
84,307,380
85,269,610
86,369,343
87,140,603
88,359,633
89,361,756
90,183,329
91,256,526
92,175,543
93,110,393
94,253,362
95,153,533
96,386,587
97,186,462
98,246,233
99,312,719
100,266,252
101,335,472
102,266,568
103,93,395
104,278,312
105,140,582
106,255,440
107,274,320
108,309,488
109,248,630
110,196,505
111,185,709
112,195,448
113,283,323
114,268,422
115,234,304
116,226,650
117,262,75
118,63,261
119,177,344
120,203,596
121,228,661
122,301,344
123,174,14
124,209,568
125,242,358
126,214,631
127,215,741
128,237,215
129,299,617
130,265,343
131,279,594
132,387,742
133,284,726
134,94,632
135,111,578
136,330,329
137,248,524
138,315,484
139,176,498
140,134,532
141,224,548
142,238,359
143,131,627
144,353,401
145,280,671
146,162,545
147,234,306
148,270,383
149,180,406
150,115,675
151,155,498
152,202,558
153,259,303
154,290,381
155,168,563
156,170,330
157,227,113
158,197,406
159,276,226
160,239,396
161,258,270
162,191,690
163,348,458
164,340,745
165,321,605
166,388,518
167,200,487
168,183,508
169,308,583
170,319,258
171,276,845
172,200,359
173,243,584
174,293,440
175,177,369
176,495,403
177,288,780
178,178,305
179,205,462
180,179,517
181,318,582
182,240,377
183,214,609
184,259,587
185,388,198
186,297,504
187,237,325
188,248,369
189,201,584
190,202,150
191,346,748
192,379,618
193,229,768
194,211,244
195,220,230
196,322,578
197,231,504
198,251,697
199,181,733
200,266,586
201,223,547
202,229,621
203,227,497
204,402,346
205,205,348
206,280,385
207,310,620
208,247,983
209,351,270
210,240,542
211,167,691
212,170,426
213,248,352
214,183,552
215,221,540
216,253,641
217,232,514
218,335,705
219,323,676
220,256,698
221,158,444
222,137,582
223,289,580
224,159,650
225,287,523
226,253,174
227,233,348
228,253,665
229,233,573
230,101,370
231,196,483
232,290,930
233,245,722
234,195,613
235,312,552
236,257,429
237,269,732
238,252,480
239,217,547
240,256,629
241,202,682
242,258,544
243,347,626
244,289,877
245,186,455
246,230,595
247,192,254
248,325,437
249,247,351
250,320,630
251,222,352
252,317,522
253,123,498
254,186,491
255,259,436
256,332,531
257,215,350
258,274,524
259,293,689
260,270,613
261,71,643
262,180,519
263,165,350
264,267,709
265,144,396
266,246,462
267,356,355
268,248,540
269,172,640
270,105,334
271,369,613
272,194,657
273,189,496
274,188,567
275,267,321
276,203,716
277,213,592
278,224,399
279,231,618
280,274,874
281,246,467
282,266,490
283,245,389
284,289,405
285,243,487
286,221,489
287,290,645
288,154,449
289,143,521
290,71,512
291,258,646
292,187,544
293,354,566
294,325,313
295,254,894
296,226,310
297,112,558
298,231,522
299,278,496
300,162,539
301,220,217
302,378,406
303,248,680
304,243,263
305,365,545
306,171,200
307,170,521
308,416,509
309,293,126
310,297,489
311,308,642
312,300,626
313,224,588
314,191,308
315,263,514
316,312,315
317,388,601
318,162,374
319,206,453
320,212,473
321,365,295
322,312,724
323,117,704
324,202,673
325,272,574
326,158,729
327,205,566
328,285,275
329,166,707
330,196,504
331,92,263
332,248,249
333,230,476
334,198,347
335,278,366
336,132,683
337,308,490
338,465,728
339,237,561
340,279,587
341,357,545
342,238,520
343,212,348
344,280,408
345,269,613
346,237,417
347,268,531
348,100,350
349,105,626
350,252,409
351,350,735
352,172,574
353,55,532
354,279,343
355,215,829
356,181,493
357,291,492
358,434,727
