id,weight,value
0,283,604
1,202,738
2,124,994
3,275,247
4,40,47
5,64,957
6,496,519
7,255,244
8,473,682
9,146,816
10,78,598
11,2,997
12,30,216
13,488,941
14,450,355
15,320,570
16,441,674
17,284,422
18,308,246
19,368,725
20,285,217
21,96,864
22,295,787
23,494,107
24,38,698
25,175,500
26,95,198
27,13,792
28,268,487
29,331,250
30,176,723
31,28,136
32,256,242
33,430,409
34,230,272
35,351,486
36,6,267
37,126,843
38,171,498
39,310,833
40,418,312
41,23,795
42,360,195
43,323,504
44,290,956
45,155,262
46,170,839
47,78,814
48,442,497
49,214,307
50,137,855
51,7,4
52,267,651
53,79,803
54,9,98
55,360,468
56,204,903
57,324,126
58,217,987
59,451,294
60,50,627
61,90,484
62,477,34
63,256,659
64,488,679
65,280,656
66,168,419
67,29,961
68,242,869
69,228,778
70,247,678
71,199,51
72,469,212
73,438,117
74,453,364
75,430,836
76,368,386
77,149,730
78,391,274
79,250,694
80,277,493
81,370,153
82,359,362
83,25,987
84,156,277
85,420,137
86,252,168
87,320,7
88,372,308
89,162,805
90,393,886
91,146,561
92,307,54
93,228,167
94,122,663
95,210,649
96,402,168
97,116,967
98,23,720
99,261,898
100,274,908
101,4,311
102,175,258
103,441,358
104,254,9
105,459,321
106,34,73
107,252,73
108,11,297
109,375,998
110,87,7
111,291,349
112,113,299
113,153,187
114,408,493
115,4,103
116,99,99
117,171,749
118,294,688
119,435,418
120,207,725
121,178,182
122,4,148
123,490,585
124,52,669
125,236,794
126,311,756
127,309,683
128,486,901
129,60,933
130,69,472
131,281,975
132,161,368
133,156,555
134,227,681
135,437,919
136,387,50
137,257,349
138,448,562
139,30,244
140,239,807
141,359,273
142,148,679
143,181,61
144,23,659
145,422,914
146,40,288
147,225,311
148,437,997
149,8,301
150,334,440
151,403,667
152,431,622
153,303,905
154,488,19
155,72,504
156,415,871
157,251,164
158,147,874
159,448,619
160,420,578
161,43,297
162,270,619
163,134,125
164,94,218
165,140,990
166,48,685
167,65,100
168,318,519
169,381,38
170,398,48
171,435,715
172,191,817
173,381,971
174,359,494
175,88,34
176,284,813
177,192,236
178,404,160
179,49,762
180,467,16
181,137,273
182,472,945
183,97,83
184,175,731
185,195,751
186,134,613
187,253,525
188,500,776
189,493,919
190,21,698
191,149,809
192,46,808
193,303,5
194,396,708
195,10,392
196,62,833
197,330,229
198,478,805
199,423,92
200,259,427
201,312,827
202,469,663
203,383,585
204,119,628
205,488,447
206,289,19
207,215,712
208,10,302
209,208,167
210,214,920
211,89,238
212,497,804
213,474,29
214,265,153
215,182,84
216,431,470
217,458,923
218,133,903
219,276,969
220,357,18
221,356,192
222,316,635
223,318,931
224,147,2
225,141,870
226,382,52
227,187,59
228,465,263
229,425,937
230,364,386
231,164,295
232,152,52
233,6,866
234,178,740
235,419,434
236,473,308
237,297,935
238,211,623
239,167,972
240,158,596
241,252,783
242,421,577
243,438,364
244,343,465
245,7,69
246,116,704
247,74,405
248,381,812
249,251,413
