id,weight,value
0,148,621
1,352,761
2,197,370
3,490,226
4,382,531
5,151,675
6,389,989
7,93,421
8,351,355
9,170,84
10,273,170
11,217,67
12,41,628
13,148,251
14,214,470
15,346,101
16,379,735
17,65,760
18,400,156
19,10,564
20,305,19
21,112,218
22,30,817
23,78,498
24,277,249
25,170,961
26,55,715
27,309,109
28,9,801
29,4,874
30,440,679
31,484,93
32,94,275
33,462,791
34,193,297
35,96,961
36,164,733
37,85,11
38,371,485
39,213,26
40,278,733
41,203,112
42,22,493
43,28,837
44,13,622
45,86,12
46,140,599
47,142,933
48,453,180
49,241,447
50,416,773
51,112,475
52,129,711
53,34,855
54,121,463
55,126,541
56,433,496
57,17,368
58,190,432
59,479,617
60,487,429
61,238,35
62,446,867
63,223,39
64,93,308
65,387,180
66,78,276
67,403,766
68,414,844
69,417,653
70,50,237
71,165,393
72,150,227
73,153,234
74,15,467
75,137,871
76,443,930
77,45,779
78,26,653
79,346,854
80,309,771
81,247,56
82,105,96
83,176,459
84,247,972
85,248,569
86,482,915
87,324,653
88,87,222
89,188,449
90,14,173
91,153,818
92,292,657
93,324,349
94,233,570
95,469,961
96,423,926
97,17,454
98,324,574
99,269,525
100,136,314
101,201,726
102,388,501
103,369,873
104,28,3
105,373,925
106,422,480
107,456,441
108,49,776
109,228,160
110,421,355
111,18,756
112,136,984
113,382,714
114,155,107
115,460,574
116,200,126
117,195,465
118,143,891
119,127,298
120,255,250
121,306,105
122,280,307
123,27,689
124,395,516
125,372,737
126,22,317
127,290,515
128,233,251
129,286,719
130,346,272
131,216,837
132,303,360
133,213,573
134,359,957
135,334,417
136,440,356
137,309,887
138,437,957
139,59,194
140,228,363
141,460,108
142,36,54
143,249,74
144,44,494
145,15,562
146,30,755
147,357,624
148,394,474
149,468,18
150,211,905
151,389,382
152,35,164
153,193,919
154,336,29
155,309,68
156,144,192
157,113,469
158,231,755
159,464,390
160,74,708
161,328,842
162,10,225
163,427,362
164,461,671
165,96,352
166,34,446
167,175,307
168,302,486
169,112,205
170,397,913
171,291,144
172,76,70
173,13,847
174,465,903
175,22,53
176,91,184
177,450,747
178,301,221
179,362,441
180,432,531
181,358,846
182,260,847
183,426,335
184,142,131
185,235,864
186,405,847
187,385,471
188,206,555
189,201,671
190,391,120
191,155,190
192,159,930
193,5,667
194,140,619
195,444,297
196,203,812
197,131,304
198,38,599
199,247,202
200,95,231
201,294,594
202,292,478
203,391,540
204,355,661
205,292,184
206,131,725
207,66,18
208,288,89
209,451,759
210,408,482
211,168,581
212,270,844
213,106,678
214,44,47
215,144,618
216,109,284
217,164,402
218,390,555
219,218,327
220,372,269
221,465,232
222,465,788
223,153,912
224,64,85
225,291,36
226,452,123
227,394,681
228,256,92
229,24,988
230,386,444
231,129,369
232,471,541
233,28,939
234,359,488
235,134,43
236,423,646
237,275,985
238,186,22
239,332,725
240,219,351
241,314,417
242,105,633
243,339,733
244,27,65
245,154,594
246,452,146
247,394,830
248,304,240
249,147,44
250,35,708
251,398,125
252,27,598
253,225,441
254,189,59
255,345,708
256,188,14
257,210,661
258,216,697
259,137,977
260,15,258
261,185,97
262,84,864
263,253,980
264,149,952
265,381,96
266,245,148
267,462,152
268,474,535
269,463,901
270,255,86
271,327,909
272,252,588
273,178,304
274,403,807
275,429,228
276,320,334
277,341,386
278,171,21
279,323,29
280,76,945
281,38,870
282,345,247
283,282,697
284,56,936
285,433,249
286,229,726
287,2,971
288,300,714
289,196,695
290,391,209
291,433,948
292,219,868
293,376,665
294,194,686
295,145,662
296,109,142
297,132,751
298,83,160
299,378,362
300,101,763
301,464,103
302,63,400
303,216,912
304,126,781
305,367,742
306,252,122
307,402,655
308,183,270
309,10,728
310,152,689
311,278,695
312,414,660
313,328,293
314,239,305
315,479,292
316,160,598
317,100,873
318,446,959
319,401,559
320,301,649
321,356,473
322,37,257
323,471,312
324,225,318
325,179,181
326,71,561
327,347,935
328,178,636
329,63,375
330,491,82
331,212,374
332,120,792
333,435,269
334,73,227
335,482,981
336,341,911
337,152,176
338,397,239
339,110,309
340,446,997
341,64,628
342,423,554
343,405,532
344,96,896
345,99,458
346,427,544
347,178,44
348,490,882
349,198,83
350,251,594
351,398,110
352,465,395
353,260,233
354,260,533
355,196,263
356,241,409
357,36,978
358,32,879
359,427,214
360,238,757
361,297,562
362,3,121
363,468,163
364,24,870
365,96,927
366,401,556
367,219,822
368,487,421
369,159,750
370,1,863
371,345,189
372,32,373
373,477,939
374,451,674
375,351,731
376,416,836
377,175,652
378,322,962
379,90,176
380,425,295
381,427,454
382,2,651
383,124,748
384,69,201
385,289,992
386,160,970
387,381,814
388,422,721
389,339,602
390,474,954
391,430,848
392,356,91
393,163,292
394,253,302
395,230,214
396,42,856
397,348,21
398,190,400
399,9,781
400,381,465
401,453,450
402,264,628
403,344,616
404,413,63
405,130,821
406,79,953
407,435,124
408,413,576
409,320,112
410,208,95
411,83,666
412,466,536
413,329,381
414,136,565
415,223,21
416,354,91
417,226,506
418,8,890
419,271,762
420,229,509
421,14,546
422,471,550
423,249,35
424,480,392
425,460,554
426,192,262
427,441,289
428,282,294
429,85,877
430,343,217
431,324,208
432,27,537
433,493,386
434,134,838
435,158,18
436,486,522
437,410,930
438,322,746
439,51,372
440,120,654
441,267,345
442,128,824
443,91,850
444,499,289
445,111,723
446,111,258
447,310,855
448,85,339
449,172,867
450,177,385
451,284,799
452,439,596
453,229,373
454,343,158
455,223,3
456,208,967
457,372,672
458,22,881
459,37,194
460,15,12
461,143,892
462,247,804
463,250,701
464,328,570
465,232,837
466,139,335
467,287,386
468,226,62
469,366,473
470,187,768
471,205,897
472,153,753
473,217,676
474,98,346
475,119,542
476,194,910
477,89,799
478,466,839
479,275,579
480,177,392
481,136,492
482,155,278
483,277,724
484,112,183
485,456,49
486,361,748
487,171,536
488,381,317
489,479,805
490,26,862
491,22,38
492,201,550
493,303,106
494,123,708
495,299,993
496,448,15
497,363,416
498,420,397
499,114,838
