id,weight,value
0,81,811
1,222,949
2,177,524
3,125,549
4,37,596
5,183,266
6,466,824
7,496,321
8,365,337
9,311,273
10,88,858
11,80,371
12,316,431
13,298,159
14,39,163
15,267,804
16,243,802
17,283,278
18,40,293
19,239,2
20,434,840
21,204,241
22,359,104
23,429,345
24,7,997
25,69,124
26,134,470
27,290,849
28,335,132
29,376,651
30,469,370
31,201,198
32,420,431
33,361,715
34,117,782
35,200,325
36,116,826
37,100,196
38,237,326
39,434,109
40,484,335
41,97,643
42,149,442
43,47,567
44,410,644
45,405,199
46,188,563
47,291,151
48,365,229
49,127,351
