id,weight,value
0,167,449
1,299,775
2,130,550
3,217,916
4,438,14
5,390,141
6,301,376
7,96,911
8,123,481
9,483,893
10,228,214
11,196,347
12,203,726
13,342,998
14,322,75
15,124,868
16,490,586
17,399,121
18,349,637
19,318,974
20,222,47
21,90,849
22,199,265
23,342,454
24,439,443
25,388,529
26,247,581
27,152,357
28,346,109
29,144,859
30,332,108
31,499,537
32,360,592
33,57,480
34,489,445
35,196,291
36,116,908
37,177,956
38,253,786
39,164,318
40,414,516
41,307,136
42,200,850
43,166,141
44,439,428
45,15,726
46,353,898
47,45,743
48,260,677
49,268,315
50,155,184
51,13,10
52,25,628
53,256,131
54,409,757
55,241,917
56,324,1
57,150,455
58,84,86
59,175,530
60,434,732
61,250,119
62,325,946
63,242,288
64,142,164
65,421,986
66,492,38
67,413,326
68,136,776
69,24,643
70,450,81
71,233,314
72,182,75
73,410,134
74,273,92
75,202,786
76,437,806
77,394,114
78,412,843
79,322,287
80,232,300
81,309,898
82,288,527
83,33,771
84,97,612
85,300,185
86,227,825
87,221,541
88,9,98
89,65,539
90,379,247
91,233,260
92,53,87
93,149,655
94,293,231
95,295,595
96,35,428
97,425,253
98,385,885
99,379,33
100,95,381
101,186,387
102,103,877
103,111,537
104,359,55
105,360,929
106,55,338
107,389,205
108,42,624
109,10,652
110,183,786
111,208,560
112,449,935
113,230,854
114,385,539
115,99,388
116,175,708
117,338,728
118,290,435
119,269,829
120,189,999
121,269,798
122,96,239
123,220,751
124,319,303
125,126,108
126,435,266
127,195,201
128,230,653
129,467,165
130,153,168
131,234,923
132,296,316
133,390,388
134,194,272
135,493,297
136,143,644
137,338,826
138,81,770
139,221,606
140,37,279
141,204,506
142,447,870
143,37,447
144,44,795
145,338,390
146,337,397
147,423,695
148,120,673
149,383,980
150,394,721
151,171,633
152,333,689
153,215,467
154,176,14
155,243,97
156,319,160
157,80,222
158,264,11
159,391,815
160,424,835
161,386,254
162,181,203
163,445,700
164,99,139
165,425,976
166,442,94
167,406,301
168,304,620
169,264,110
170,60,345
171,293,438
172,361,975
173,133,312
174,137,837
175,243,485
176,482,702
177,215,976
178,221,226
179,374,89
180,392,105
181,190,749
182,16,858
183,63,995
184,147,211
185,436,582
186,186,161
187,386,648
188,455,19
189,397,38
190,484,840
191,496,40
192,181,644
193,135,176
194,401,223
195,29,379
196,392,403
197,117,632
198,250,856
199,135,45
