id,weight,value
0,32,553
1,152,281
2,122,701
3,337,947
4,147,175
5,161,738
6,82,711
7,87,992
8,491,892
9,75,592
10,229,807
11,201,960
12,424,503
13,386,276
14,147,71
15,279,523
16,107,757
17,252,283
18,404,894
19,447,21
20,230,266
21,483,77
22,307,491
23,150,769
24,324,150
25,372,273
26,36,375
27,438,377
28,154,840
29,213,997
30,439,358
31,411,613
32,496,606
33,14,701
34,252,566
35,294,538
36,388,618
37,356,79
38,84,177
39,358,951
40,282,551
41,219,257
42,428,715
43,243,824
44,490,375
45,482,752
46,119,184
47,423,592
48,354,903
49,241,397
50,112,861
51,411,693
52,80,103
53,65,814
54,66,494
55,63,910
56,5,173
57,7,408
58,180,401
59,202,93
60,314,712
61,234,241
62,71,265
63,337,924
64,330,570
65,405,689
66,340,576
67,166,693
68,4,84
69,241,265
70,138,516
71,70,772
72,100,525
73,397,23
74,288,834
75,120,707
76,189,830
77,499,118
78,262,517
79,4,154
80,153,848
81,289,219
82,187,1000
83,344,613
84,328,166
85,222,15
86,333,506
87,225,688
88,389,349
89,103,808
90,365,438
91,101,212
92,399,465
93,303,812
94,259,622
95,188,81
96,140,494
97,326,346
98,338,95
99,331,597
100,467,894
101,237,693
102,213,518
103,193,735
104,258,244
105,16,11
106,106,536
107,427,742
108,380,396
109,443,309
110,70,500
111,219,827
112,318,429
113,75,674
114,476,571
115,489,633
116,382,315
117,178,976
118,381,322
119,295,764
120,335,713
121,87,16
122,236,971
123,37,67
124,305,221
125,424,556
126,130,316
127,42,178
128,90,813
129,431,804
130,271,602
131,237,286
132,407,440
133,96,831
134,283,318
135,452,136
136,176,642
137,433,324
138,109,299
139,417,314
140,87,604
141,294,696
142,43,502
143,17,228
144,204,625
145,358,768
146,383,741
147,53,206
148,1,745
149,393,570
150,477,502
151,27,941
152,301,362
153,121,584
154,257,266
155,116,500
156,367,518
157,193,366
158,190,27
159,268,654
160,141,582
161,1,97
162,36,187
163,228,467
164,329,140
165,66,321
166,258,938
167,391,616
168,390,53
169,76,7
170,166,143
171,342,564
172,349,789
173,465,482
174,315,461
175,200,938
176,347,974
177,122,930
178,104,135
179,409,650
180,472,437
181,75,466
182,106,213
183,269,643
184,53,393
185,108,353
186,45,53
187,404,19
188,164,898
189,449,400
190,475,324
191,351,728
192,45,896
193,321,529
194,254,345
195,330,768
196,354,972
197,237,782
198,77,476
199,337,944
200,107,710
201,111,557
202,380,638
203,475,647
204,39,682
205,499,776
206,346,568
207,288,823
208,4,158
209,5,758
210,23,55
211,469,471
212,12,550
213,409,686
214,154,715
215,250,649
216,44,155
217,48,573
218,311,460
219,240,35
220,134,5
221,73,871
222,353,555
223,215,38
224,233,188
225,498,470
226,125,925
227,340,240
228,91,877
229,474,950
230,302,94
231,282,740
232,62,624
233,70,775
234,62,236
235,177,780
236,456,827
237,72,352
238,377,67
239,477,81
240,469,566
241,396,185
242,3,525
243,175,93
244,214,700
245,139,502
246,210,181
247,108,155
248,20,625
249,377,902
250,3,615
251,260,549
252,185,208
253,206,97
254,433,346
255,309,770
256,124,227
257,497,37
258,160,848
259,203,590
260,443,608
261,139,874
262,462,49
263,451,635
264,179,452
265,237,347
266,402,500
267,209,267
268,499,973
269,284,678
270,412,97
271,469,979
272,254,567
273,445,296
274,394,7
275,386,773
276,463,819
277,347,602
278,376,157
279,75,442
280,455,552
281,237,234
282,208,485
283,494,342
284,68,893
285,310,415
286,190,565
287,349,825
288,306,529
289,42,473
290,76,310
291,1,292
292,241,91
293,25,939
294,52,553
295,126,28
296,225,957
